ref	query	chrom	ref_start	ref_end	source	block_no	ref_assembly	block_size	ref_chrom	bin_size_mbp
robigus	mattis	chr5A	395000000	420000000	nucmer	4610	mattis	25000000	chr5A__sym	5
weebil	julius	chr5A	175000000	195000000	nucmer	4613	julius	20000000	chr5A__jul	5
paragon	lancer	chr5A	610000000	630000000	nucmer	4615	lancer	20000000	chr5A__lac	5
paragon	landmark	chr5A	585000000	605000000	nucmer	4617	landmark	20000000	chr5A__ldm	5
cadenza	stanley	chr5A	370000000	390000000	nucmer	4620	stanley	20000000	chr5A__sta	5
paragon	stanley	chr5A	370000000	390000000	nucmer	4621	stanley	20000000	chr5A__sta	5
robigus	stanley	chr5A	695000000	715000000	nucmer	4622	stanley	20000000	chr5A__sta	5
robigus	julius	chr5A	5000000	20000000	nucmer	4624	julius	15000000	chr5A__jul	5
claire	landmark	chr5A	395000000	410000000	nucmer	4626	landmark	15000000	chr5A__ldm	5
weebil	landmark	chr5A	30000000	45000000	nucmer	4627	landmark	15000000	chr5A__ldm	5
weebil	landmark	chr5A	385000000	400000000	nucmer	4628	landmark	15000000	chr5A__ldm	5
weebil	mace	chr5A	40000000	55000000	nucmer	4631	mace	15000000	chr5A__mac	5
claire	norin61	chr5A	580000000	595000000	nucmer	4632	norin61	15000000	chr5A__nor	5
robigus	norin61	chr5A	580000000	595000000	nucmer	4633	norin61	15000000	chr5A__nor	5
cadenza	stanley	chr5A	50000000	65000000	nucmer	4634	stanley	15000000	chr5A__sta	5
cadenza	mattis	chr5A	15000000	30000000	nucmer	4635	mattis	15000000	chr5A__sym	5
claire	mattis	chr5A	595000000	610000000	nucmer	4636	mattis	15000000	chr5A__sym	5
paragon	mattis	chr5A	15000000	30000000	nucmer	4637	mattis	15000000	chr5A__sym	5
robigus	mattis	chr5A	595000000	610000000	nucmer	4638	mattis	15000000	chr5A__sym	5
claire	arina	chr5A	690000000	700000000	nucmer	4639	arina	10000000	chr5A__ari	5
robigus	arina	chr5A	10000000	20000000	nucmer	4642	arina	10000000	chr5A__ari	5
robigus	arina	chr5A	615000000	625000000	nucmer	4643	arina	10000000	chr5A__ari	5
cadenza	jagger	chr5A	705000000	715000000	nucmer	4644	jagger	10000000	chr5A__jag	5
paragon	jagger	chr5A	705000000	715000000	nucmer	4646	jagger	10000000	chr5A__jag	5
claire	julius	chr5A	600000000	610000000	nucmer	4648	julius	10000000	chr5A__jul	5
weebil	julius	chr5A	450000000	460000000	nucmer	4649	julius	10000000	chr5A__jul	5
cadenza	lancer	chr5A	615000000	625000000	nucmer	4650	lancer	10000000	chr5A__lac	5
weebil	lancer	chr5A	650000000	660000000	nucmer	4651	lancer	10000000	chr5A__lac	5
paragon	landmark	chr5A	625000000	635000000	nucmer	4653	landmark	10000000	chr5A__ldm	5
paragon	landmark	chr5A	705000000	715000000	nucmer	4654	landmark	10000000	chr5A__ldm	5
robigus	landmark	chr5A	245000000	255000000	nucmer	4655	landmark	10000000	chr5A__ldm	5
weebil	mace	chr5A	650000000	660000000	nucmer	4658	mace	10000000	chr5A__mac	5
cadenza	stanley	chr5A	450000000	460000000	nucmer	4659	stanley	10000000	chr5A__sta	5
cadenza	stanley	chr5A	585000000	595000000	nucmer	4660	stanley	10000000	chr5A__sta	5
cadenza	arina	chr5A	25000000	30000000	nucmer	4661	arina	5000000	chr5A__ari	5
cadenza	arina	chr5A	235000000	240000000	nucmer	4662	arina	5000000	chr5A__ari	5
claire	arina	chr5A	30000000	35000000	nucmer	4663	arina	5000000	chr5A__ari	5
claire	arina	chr5A	225000000	230000000	nucmer	4664	arina	5000000	chr5A__ari	5
paragon	arina	chr5A	25000000	30000000	nucmer	4667	arina	5000000	chr5A__ari	5
paragon	arina	chr5A	340000000	345000000	nucmer	4668	arina	5000000	chr5A__ari	5
paragon	arina	chr5A	595000000	600000000	nucmer	4669	arina	5000000	chr5A__ari	5
robigus	arina	chr5A	180000000	185000000	nucmer	4670	arina	5000000	chr5A__ari	5
cadenza	jagger	chr5A	30000000	35000000	nucmer	4673	jagger	5000000	chr5A__jag	5
cadenza	jagger	chr5A	180000000	185000000	nucmer	4674	jagger	5000000	chr5A__jag	5
cadenza	jagger	chr5A	450000000	455000000	nucmer	4675	jagger	5000000	chr5A__jag	5
claire	jagger	chr5A	545000000	550000000	nucmer	4676	jagger	5000000	chr5A__jag	5
paragon	jagger	chr5A	225000000	230000000	nucmer	4679	jagger	5000000	chr5A__jag	5
paragon	jagger	chr5A	250000000	255000000	nucmer	4680	jagger	5000000	chr5A__jag	5
paragon	jagger	chr5A	655000000	660000000	nucmer	4681	jagger	5000000	chr5A__jag	5
robigus	jagger	chr5A	180000000	185000000	nucmer	4682	jagger	5000000	chr5A__jag	5
robigus	jagger	chr5A	410000000	415000000	nucmer	4683	jagger	5000000	chr5A__jag	5
robigus	jagger	chr5A	545000000	550000000	nucmer	4684	jagger	5000000	chr5A__jag	5
robigus	jagger	chr5A	705000000	710000000	nucmer	4685	jagger	5000000	chr5A__jag	5
weebil	jagger	chr5A	200000000	205000000	nucmer	4686	jagger	5000000	chr5A__jag	5
weebil	jagger	chr5A	570000000	575000000	nucmer	4687	jagger	5000000	chr5A__jag	5
cadenza	julius	chr5A	250000000	255000000	nucmer	4688	julius	5000000	chr5A__jul	5
cadenza	julius	chr5A	500000000	505000000	nucmer	4689	julius	5000000	chr5A__jul	5
claire	julius	chr5A	5000000	10000000	nucmer	4690	julius	5000000	chr5A__jul	5
claire	julius	chr5A	250000000	255000000	nucmer	4691	julius	5000000	chr5A__jul	5
claire	julius	chr5A	410000000	415000000	nucmer	4692	julius	5000000	chr5A__jul	5
claire	julius	chr5A	525000000	530000000	nucmer	4693	julius	5000000	chr5A__jul	5
claire	julius	chr5A	670000000	675000000	nucmer	4694	julius	5000000	chr5A__jul	5
paragon	julius	chr5A	25000000	30000000	nucmer	4696	julius	5000000	chr5A__jul	5
paragon	julius	chr5A	515000000	520000000	nucmer	4697	julius	5000000	chr5A__jul	5
robigus	julius	chr5A	45000000	50000000	nucmer	4698	julius	5000000	chr5A__jul	5
robigus	julius	chr5A	250000000	255000000	nucmer	4699	julius	5000000	chr5A__jul	5
robigus	julius	chr5A	410000000	415000000	nucmer	4700	julius	5000000	chr5A__jul	5
weebil	julius	chr5A	250000000	255000000	nucmer	4702	julius	5000000	chr5A__jul	5
cadenza	lancer	chr5A	50000000	55000000	nucmer	4703	lancer	5000000	chr5A__lac	5
cadenza	lancer	chr5A	445000000	450000000	nucmer	4704	lancer	5000000	chr5A__lac	5
cadenza	lancer	chr5A	580000000	585000000	nucmer	4705	lancer	5000000	chr5A__lac	5
claire	lancer	chr5A	390000000	395000000	nucmer	4706	lancer	5000000	chr5A__lac	5
paragon	lancer	chr5A	255000000	260000000	nucmer	4710	lancer	5000000	chr5A__lac	5
paragon	lancer	chr5A	580000000	585000000	nucmer	4711	lancer	5000000	chr5A__lac	5
robigus	lancer	chr5A	390000000	395000000	nucmer	4712	lancer	5000000	chr5A__lac	5
cadenza	landmark	chr5A	245000000	250000000	nucmer	4713	landmark	5000000	chr5A__ldm	5
cadenza	landmark	chr5A	585000000	590000000	nucmer	4714	landmark	5000000	chr5A__ldm	5
cadenza	landmark	chr5A	625000000	630000000	nucmer	4715	landmark	5000000	chr5A__ldm	5
cadenza	landmark	chr5A	680000000	685000000	nucmer	4716	landmark	5000000	chr5A__ldm	5
cadenza	landmark	chr5A	705000000	710000000	nucmer	4717	landmark	5000000	chr5A__ldm	5
claire	landmark	chr5A	250000000	255000000	nucmer	4718	landmark	5000000	chr5A__ldm	5
paragon	landmark	chr5A	245000000	250000000	nucmer	4719	landmark	5000000	chr5A__ldm	5
paragon	landmark	chr5A	550000000	555000000	nucmer	4720	landmark	5000000	chr5A__ldm	5
paragon	landmark	chr5A	680000000	685000000	nucmer	4721	landmark	5000000	chr5A__ldm	5
robigus	landmark	chr5A	405000000	410000000	nucmer	4722	landmark	5000000	chr5A__ldm	5
robigus	landmark	chr5A	675000000	680000000	nucmer	4723	landmark	5000000	chr5A__ldm	5
robigus	landmark	chr5A	705000000	710000000	nucmer	4724	landmark	5000000	chr5A__ldm	5
weebil	landmark	chr5A	190000000	195000000	nucmer	4728	landmark	5000000	chr5A__ldm	5
weebil	landmark	chr5A	250000000	255000000	nucmer	4729	landmark	5000000	chr5A__ldm	5
cadenza	mace	chr5A	50000000	55000000	nucmer	4730	mace	5000000	chr5A__mac	5
paragon	mace	chr5A	335000000	340000000	nucmer	4732	mace	5000000	chr5A__mac	5
robigus	mace	chr5A	180000000	185000000	nucmer	4733	mace	5000000	chr5A__mac	5
weebil	mace	chr5A	560000000	565000000	nucmer	4734	mace	5000000	chr5A__mac	5
weebil	mace	chr5A	690000000	695000000	nucmer	4735	mace	5000000	chr5A__mac	5
weebil	norin61	chr5A	660000000	665000000	nucmer	4736	norin61	5000000	chr5A__nor	5
cadenza	stanley	chr5A	5000000	10000000	nucmer	4737	stanley	5000000	chr5A__sta	5
cadenza	stanley	chr5A	625000000	630000000	nucmer	4738	stanley	5000000	chr5A__sta	5
paragon	stanley	chr5A	0	5000000	nucmer	4739	stanley	5000000	chr5A__sta	5
paragon	stanley	chr5A	60000000	65000000	nucmer	4740	stanley	5000000	chr5A__sta	5
weebil	stanley	chr5A	475000000	480000000	nucmer	4742	stanley	5000000	chr5A__sta	5
claire	mattis	chr5A	245000000	250000000	nucmer	4743	mattis	5000000	chr5A__sym	5
claire	mattis	chr5A	520000000	525000000	nucmer	4744	mattis	5000000	chr5A__sym	5
paragon	mattis	chr5A	180000000	185000000	nucmer	4745	mattis	5000000	chr5A__sym	5
paragon	mattis	chr5A	500000000	505000000	nucmer	4746	mattis	5000000	chr5A__sym	5
robigus	mattis	chr5A	5000000	10000000	nucmer	4747	mattis	5000000	chr5A__sym	5
robigus	mattis	chr5A	630000000	635000000	nucmer	4748	mattis	5000000	chr5A__sym	5
robigus	mattis	chr5A	665000000	670000000	nucmer	4749	mattis	5000000	chr5A__sym	5
weebil	mattis	chr5A	245000000	250000000	nucmer	4750	mattis	5000000	chr5A__sym	5
weebil	mattis	chr5A	445000000	450000000	nucmer	4751	mattis	5000000	chr5A__sym	5
arina	jagger	chr5A	56985827	68024482	BLAST	4760	arina	11038655	chr5A__ari	5
jagger	arina	chr5A	56873870	67920671	BLAST	4760	jagger	11046801	chr5A__jag	5
arina	julius	chr5A	48291008	54712328	BLAST	4765	arina	6421320	chr5A__ari	5
julius	arina	chr5A	49641220	56093888	BLAST	4765	julius	6452668	chr5A__jul	5
arina	julius	chr5A	59855400	77353325	BLAST	4766	arina	17497925	chr5A__ari	5
julius	arina	chr5A	61255819	78885026	BLAST	4766	julius	17629207	chr5A__jul	5
arina	julius	chr5A	272126261	283158633	BLAST	4767	arina	11032372	chr5A__ari	5
julius	arina	chr5A	288113509	299203585	BLAST	4767	julius	11090076	chr5A__jul	5
arina	julius	chr5A	322444949	336118561	BLAST	4769	arina	13673612	chr5A__ari	5
julius	arina	chr5A	326019435	339779993	BLAST	4769	julius	13760558	chr5A__jul	5
arina	julius	chr5A	670576909	676028587	BLAST	4771	arina	5451678	chr5A__ari	5
julius	arina	chr5A	671401592	676712231	BLAST	4771	julius	5310639	chr5A__jul	5
arina	landmark	chr5A	55244769	72807544	BLAST	4773	arina	17562775	chr5A__ari	5
landmark	arina	chr5A	56623537	74230329	BLAST	4773	landmark	17606792	chr5A__ldm	5
arina	landmark	chr5A	80769308	87930274	BLAST	4774	arina	7160966	chr5A__ari	5
landmark	arina	chr5A	82186059	89391007	BLAST	4774	landmark	7204948	chr5A__ldm	5
arina	robigus	chr5A	545274010	550906485	BLAST	4778	arina	5632475	chr5A__ari	5
robigus	arina	chr5A	546575974	550802529	BLAST	4778	IWGSCv1.1	4226555	chr5A	5
arina	mattis	chr5A	23436286	33399464	BLAST	4781	arina	9963178	chr5A__ari	5
mattis	arina	chr5A	23309169	33264466	BLAST	4781	mattis	9955297	chr5A__sym	5
arina	mattis	chr5A	48775585	53965460	BLAST	4782	arina	5189875	chr5A__ari	5
mattis	arina	chr5A	48145121	53333782	BLAST	4782	mattis	5188661	chr5A__sym	5
arina	mattis	chr5A	57866903	72636786	BLAST	4783	arina	14769883	chr5A__ari	5
mattis	arina	chr5A	57240913	71905434	BLAST	4783	mattis	14664521	chr5A__sym	5
arina	mattis	chr5A	272126261	284231774	BLAST	4784	arina	12105513	chr5A__ari	5
mattis	arina	chr5A	282527463	294619858	BLAST	4784	mattis	12092395	chr5A__sym	5
arina	mattis	chr5A	285103942	306316445	BLAST	4785	arina	21212503	chr5A__ari	5
mattis	arina	chr5A	295492515	304079425	BLAST	4785	mattis	8586910	chr5A__sym	5
arina	mattis	chr5A	307002801	319138349	BLAST	4786	arina	12135548	chr5A__ari	5
mattis	arina	chr5A	304765814	316889221	BLAST	4786	mattis	12123407	chr5A__sym	5
arina	mattis	chr5A	321658932	333697503	BLAST	4787	arina	12038571	chr5A__ari	5
mattis	arina	chr5A	319387862	331419161	BLAST	4787	mattis	12031299	chr5A__sym	5
arina	mattis	chr5A	687677061	701774159	BLAST	4789	arina	14097098	chr5A__ari	5
mattis	arina	chr5A	680267378	693494816	BLAST	4789	mattis	13227438	chr5A__sym	5
arina	mattis	chr5A	701811246	710099453	BLAST	4790	arina	8288207	chr5A__ari	5
mattis	arina	chr5A	693690736	701876968	BLAST	4790	mattis	8186232	chr5A__sym	5
cadenza	claire	chr5A	19067062	25704674	BLAST	4793	IWGSCv1.1	6637612	chr5A	5
claire	cadenza	chr5A	19067062	25704674	BLAST	4793	IWGSCv1.1	6637612	chr5A	5
cadenza	claire	chr5A	533948216	547614515	BLAST	4794	IWGSCv1.1	13666299	chr5A	5
claire	cadenza	chr5A	533948216	547614515	BLAST	4794	IWGSCv1.1	13666299	chr5A	5
cadenza	claire	chr5A	651744414	660400011	BLAST	4795	IWGSCv1.1	8655597	chr5A	5
claire	cadenza	chr5A	651744414	660400011	BLAST	4795	IWGSCv1.1	8655597	chr5A	5
cadenza	julius	chr5A	377192146	383948279	BLAST	4798	IWGSCv1.1	6756133	chr5A	5
julius	cadenza	chr5A	382187691	388972458	BLAST	4798	julius	6784767	chr5A__jul	5
cadenza	julius	chr5A	504869726	511207880	BLAST	4800	IWGSCv1.1	6338154	chr5A	5
julius	cadenza	chr5A	506673768	512957247	BLAST	4800	julius	6283479	chr5A__jul	5
cadenza	landmark	chr5A	547643749	554210392	BLAST	4805	IWGSCv1.1	6566643	chr5A	5
landmark	cadenza	chr5A	548860686	554884894	BLAST	4805	landmark	6024208	chr5A__ldm	5
cadenza	robigus	chr5A	533961314	547601239	BLAST	4811	IWGSCv1.1	13639925	chr5A	5
robigus	cadenza	chr5A	533961314	547601239	BLAST	4811	IWGSCv1.1	13639925	chr5A	5
chinese	norin61	chr5A	607271908	612731776	BLAST	4838	chinese	5459868	chr5A__chi	5
norin61	chinese	chr5A	609672937	615072847	BLAST	4838	norin61	5399910	chr5A__nor	5
claire	jagger	chr5A	616859353	630931797	BLAST	4846	IWGSCv1.1	14072444	chr5A	5
jagger	claire	chr5A	618661362	632679056	BLAST	4846	jagger	14017694	chr5A__jag	5
claire	robigus	chr5A	3281861	9510383	BLAST	4855	IWGSCv1.1	6228522	chr5A	5
robigus	claire	chr5A	3281861	9510383	BLAST	4855	IWGSCv1.1	6228522	chr5A	5
claire	robigus	chr5A	38774795	207662217	BLAST	4856	IWGSCv1.1	168887422	chr5A	5
robigus	claire	chr5A	38774795	207662217	BLAST	4856	IWGSCv1.1	168887422	chr5A	5
claire	robigus	chr5A	383875859	398193902	BLAST	4857	IWGSCv1.1	14318043	chr5A	5
robigus	claire	chr5A	383875859	398193902	BLAST	4857	IWGSCv1.1	14318043	chr5A	5
claire	robigus	chr5A	401509084	444843776	BLAST	4858	IWGSCv1.1	43334692	chr5A	5
robigus	claire	chr5A	401509084	444843776	BLAST	4858	IWGSCv1.1	43334692	chr5A	5
claire	robigus	chr5A	444890990	450737516	BLAST	4859	IWGSCv1.1	5846526	chr5A	5
robigus	claire	chr5A	444890990	450737516	BLAST	4859	IWGSCv1.1	5846526	chr5A	5
claire	robigus	chr5A	485204794	491215293	BLAST	4860	IWGSCv1.1	6010499	chr5A	5
robigus	claire	chr5A	485204794	491215293	BLAST	4860	IWGSCv1.1	6010499	chr5A	5
claire	robigus	chr5A	533482706	559822257	BLAST	4862	IWGSCv1.1	26339551	chr5A	5
robigus	claire	chr5A	533482706	559822257	BLAST	4862	IWGSCv1.1	26339551	chr5A	5
claire	robigus	chr5A	563730880	591493200	BLAST	4863	IWGSCv1.1	27762320	chr5A	5
robigus	claire	chr5A	563730880	591493200	BLAST	4863	IWGSCv1.1	27762320	chr5A	5
claire	robigus	chr5A	597940723	616879702	BLAST	4864	IWGSCv1.1	18938979	chr5A	5
robigus	claire	chr5A	597940723	616879702	BLAST	4864	IWGSCv1.1	18938979	chr5A	5
claire	robigus	chr5A	677836530	688965250	BLAST	4866	IWGSCv1.1	11128720	chr5A	5
robigus	claire	chr5A	677836530	688965250	BLAST	4866	IWGSCv1.1	11128720	chr5A	5
claire	mattis	chr5A	559516568	565405237	BLAST	4871	IWGSCv1.1	5888669	chr5A	5
mattis	claire	chr5A	551169016	556787015	BLAST	4871	mattis	5617999	chr5A__sym	5
claire	weebil	chr5A	385395463	398926897	BLAST	4874	IWGSCv1.1	13531434	chr5A	5
weebil	claire	chr5A	385395463	398926897	BLAST	4874	IWGSCv1.1	13531434	chr5A	5
claire	weebil	chr5A	564595162	572023279	BLAST	4875	IWGSCv1.1	7428117	chr5A	5
weebil	claire	chr5A	564595162	572023279	BLAST	4875	IWGSCv1.1	7428117	chr5A	5
jagger	julius	chr5A	50562595	59742576	BLAST	4876	jagger	9179981	chr5A__jag	5
julius	jagger	chr5A	52078958	61255096	BLAST	4876	julius	9176138	chr5A__jul	5
jagger	julius	chr5A	325661577	332377379	BLAST	4877	jagger	6715802	chr5A__jag	5
julius	jagger	chr5A	327691594	334417600	BLAST	4877	julius	6726006	chr5A__jul	5
jagger	julius	chr5A	380205448	385426055	BLAST	4878	jagger	5220607	chr5A__jag	5
julius	jagger	chr5A	382121500	387362182	BLAST	4878	julius	5240682	chr5A__jul	5
jagger	lancer	chr5A	389169578	391672049	BLAST	4880	jagger	2502471	chr5A__jag	5
jagger	lancer	chr5A	396810807	405185468	BLAST	4880	jagger	8374661	chr5A__jag	5
lancer	jagger	chr5A	386352028	388841955	BLAST	4880	lancer	2489927	chr5A__lac	5
lancer	jagger	chr5A	393948302	402267892	BLAST	4880	lancer	8319590	chr5A__lac	5
jagger	lancer	chr5A	448661851	458781937	BLAST	4881	jagger	10120086	chr5A__jag	5
lancer	jagger	chr5A	444416443	454465184	BLAST	4881	lancer	10048741	chr5A__lac	5
jagger	lancer	chr5A	462093672	470164154	BLAST	4882	jagger	8070482	chr5A__jag	5
lancer	jagger	chr5A	457736568	465771935	BLAST	4882	lancer	8035367	chr5A__lac	5
jagger	landmark	chr5A	49852378	71184211	BLAST	4884	jagger	21331833	chr5A__jag	5
landmark	jagger	chr5A	51316813	72690146	BLAST	4884	landmark	21373333	chr5A__ldm	5
jagger	landmark	chr5A	386253979	391672049	BLAST	4885	jagger	5418070	chr5A__jag	5
jagger	landmark	chr5A	396165182	405185468	BLAST	4885	jagger	9020286	chr5A__jag	5
landmark	jagger	chr5A	387883159	393375992	BLAST	4885	landmark	5492833	chr5A__ldm	5
landmark	jagger	chr5A	397897185	407105557	BLAST	4885	landmark	9208372	chr5A__ldm	5
jagger	landmark	chr5A	405441809	445250731	BLAST	4886	jagger	39808922	chr5A__jag	5
landmark	jagger	chr5A	407363161	445029037	BLAST	4886	landmark	37665876	chr5A__ldm	5
jagger	stanley	chr5A	446875866	458896434	BLAST	4894	jagger	12020568	chr5A__jag	5
stanley	jagger	chr5A	448626257	460671783	BLAST	4894	stanley	12045526	chr5A__sta	5
jagger	stanley	chr5A	462093672	470251114	BLAST	4895	jagger	8157442	chr5A__jag	5
stanley	jagger	chr5A	463884131	472073499	BLAST	4895	stanley	8189368	chr5A__sta	5
jagger	mattis	chr5A	325661577	332377379	BLAST	4898	jagger	6715802	chr5A__jag	5
mattis	jagger	chr5A	321840355	328513660	BLAST	4898	mattis	6673305	chr5A__sym	5
jagger	mattis	chr5A	633131700	640314548	BLAST	4900	jagger	7182848	chr5A__jag	5
mattis	jagger	chr5A	621471000	628548655	BLAST	4900	mattis	7077655	chr5A__sym	5
jagger	mattis	chr5A	659322800	669246772	BLAST	4901	jagger	9923972	chr5A__jag	5
mattis	jagger	chr5A	647245698	657090419	BLAST	4901	mattis	9844721	chr5A__sym	5
julius	landmark	chr5A	61250766	74280069	BLAST	4904	julius	13029303	chr5A__jul	5
landmark	julius	chr5A	61240766	74230329	BLAST	4904	landmark	12989563	chr5A__ldm	5
julius	landmark	chr5A	122836522	218865893	BLAST	4906	julius	96029371	chr5A__jul	5
landmark	julius	chr5A	122883250	219085989	BLAST	4906	landmark	96202739	chr5A__ldm	5
julius	landmark	chr5A	364683497	370636826	BLAST	4907	julius	5953329	chr5A__jul	5
landmark	julius	chr5A	364277173	370254956	BLAST	4907	landmark	5977783	chr5A__ldm	5
julius	robigus	chr5A	498169475	506343331	BLAST	4912	julius	8173856	chr5A__jul	5
robigus	julius	chr5A	496608053	504576670	BLAST	4912	IWGSCv1.1	7968617	chr5A	5
julius	robigus	chr5A	522757899	532411161	BLAST	4913	julius	9653262	chr5A__jul	5
robigus	julius	chr5A	523608682	533288087	BLAST	4913	IWGSCv1.1	9679405	chr5A	5
julius	mattis	chr5A	506661638	512066741	BLAST	4921	julius	5405103	chr5A__jul	5
mattis	julius	chr5A	499951698	505334880	BLAST	4921	mattis	5383182	chr5A__sym	5
julius	mattis	chr5A	523843590	532209028	BLAST	4922	julius	8365438	chr5A__jul	5
mattis	julius	chr5A	517058419	525380772	BLAST	4922	mattis	8322353	chr5A__sym	5
julius	mattis	chr5A	597138540	610780309	BLAST	4924	julius	13641769	chr5A__jul	5
mattis	julius	chr5A	589834342	603399131	BLAST	4924	mattis	13564789	chr5A__sym	5
julius	mattis	chr5A	636649558	643087907	BLAST	4925	julius	6438349	chr5A__jul	5
mattis	julius	chr5A	629014363	635381404	BLAST	4925	mattis	6367041	chr5A__sym	5
lancer	landmark	chr5A	381464922	388841955	BLAST	4929	lancer	7377033	chr5A__lac	5
lancer	landmark	chr5A	395668430	402267892	BLAST	4929	lancer	6599462	chr5A__lac	5
landmark	lancer	chr5A	385946634	393375992	BLAST	4929	landmark	7429358	chr5A__ldm	5
landmark	lancer	chr5A	400269320	407105557	BLAST	4929	landmark	6836237	chr5A__ldm	5
lancer	landmark	chr5A	620514160	627549020	BLAST	4932	lancer	7034860	chr5A__lac	5
landmark	lancer	chr5A	626952256	634072974	BLAST	4932	landmark	7120718	chr5A__ldm	5
lancer	weebil	chr5A	472800326	484219348	BLAST	4952	lancer	11419022	chr5A__lac	5
weebil	lancer	chr5A	476835724	488264683	BLAST	4952	IWGSCv1.1	11428959	chr5A	5
landmark	mattis	chr5A	59260550	74230329	BLAST	4969	landmark	14969779	chr5A__ldm	5
mattis	landmark	chr5A	57240913	72076319	BLAST	4969	mattis	14835406	chr5A__sym	5
landmark	mattis	chr5A	122883250	219052569	BLAST	4972	landmark	96169319	chr5A__ldm	5
mattis	landmark	chr5A	120381318	215468161	BLAST	4972	mattis	95086843	chr5A__sym	5
landmark	mattis	chr5A	361680909	370254956	BLAST	4973	landmark	8574047	chr5A__ldm	5
mattis	landmark	chr5A	356054637	364537597	BLAST	4973	mattis	8482960	chr5A__sym	5
landmark	mattis	chr5A	566247677	573734801	BLAST	4974	landmark	7487124	chr5A__ldm	5
mattis	landmark	chr5A	556865778	564305303	BLAST	4974	mattis	7439525	chr5A__sym	5
landmark	weebil	chr5A	653321874	658367353	BLAST	4978	landmark	5045479	chr5A__ldm	5
weebil	landmark	chr5A	652357608	657208108	BLAST	4978	IWGSCv1.1	4850500	chr5A	5
mace	norin61	chr5A	649258234	654667973	BLAST	4981	mace	5409739	chr5A__mac	5
norin61	mace	chr5A	659348551	664766655	BLAST	4981	norin61	5418104	chr5A__nor	5
mace	stanley	chr5A	57931778	71991104	BLAST	4987	mace	14059326	chr5A__mac	5
stanley	mace	chr5A	58181403	72583639	BLAST	4987	stanley	14402236	chr5A__sta	5
mace	stanley	chr5A	81524963	88488057	BLAST	4988	mace	6963094	chr5A__mac	5
stanley	mace	chr5A	82121561	89176460	BLAST	4988	stanley	7054899	chr5A__sta	5
mace	stanley	chr5A	107856518	117358117	BLAST	4989	mace	9501599	chr5A__mac	5
stanley	mace	chr5A	108675080	118177175	BLAST	4989	stanley	9502095	chr5A__sta	5
mace	stanley	chr5A	285756400	297144461	BLAST	4990	mace	11388061	chr5A__mac	5
stanley	mace	chr5A	290520750	302021227	BLAST	4990	stanley	11500477	chr5A__sta	5
mace	stanley	chr5A	642492488	649434196	BLAST	4992	mace	6941708	chr5A__mac	5
stanley	mace	chr5A	653056062	660081084	BLAST	4992	stanley	7025022	chr5A__sta	5
norin61	weebil	chr5A	632006786	642649061	BLAST	5002	norin61	10642275	chr5A__nor	5
weebil	norin61	chr5A	629700052	640404028	BLAST	5002	IWGSCv1.1	10703976	chr5A	5
robigus	weebil	chr5A	383418336	398193902	BLAST	5010	IWGSCv1.1	14775566	chr5A	5
weebil	robigus	chr5A	383418336	398193902	BLAST	5010	IWGSCv1.1	14775566	chr5A	5
robigus	weebil	chr5A	462149658	469665844	BLAST	5012	IWGSCv1.1	7516186	chr5A	5
weebil	robigus	chr5A	462149658	469665844	BLAST	5012	IWGSCv1.1	7516186	chr5A	5
robigus	weebil	chr5A	559069389	572699676	BLAST	5013	IWGSCv1.1	13630287	chr5A	5
weebil	robigus	chr5A	559069389	572699676	BLAST	5013	IWGSCv1.1	13630287	chr5A	5
stanley	weebil	chr5A	654853473	660081084	BLAST	5020	stanley	5227611	chr5A__sta	5
weebil	stanley	chr5A	652357608	657383878	BLAST	5020	IWGSCv1.1	5026270	chr5A	5
arina	paragon	chr5A	390249861	395651618	BLAST	5024	arina	5401757	chr5A__ari	5
arina	paragon	chr5A	403369834	435924135	BLAST	5024	arina	32554301	chr5A__ari	5
paragon	arina	chr5A	396705722	438357749	BLAST	5024	IWGSCv1.1	41652027	chr5A	5
cadenza	paragon	chr5A	855353	44978705	BLAST	5026	IWGSCv1.1	44123352	chr5A	5
paragon	cadenza	chr5A	855353	44978705	BLAST	5026	IWGSCv1.1	44123352	chr5A	5
cadenza	paragon	chr5A	52438439	446425840	BLAST	5027	IWGSCv1.1	393987401	chr5A	5
paragon	cadenza	chr5A	52438439	446425840	BLAST	5027	IWGSCv1.1	393987401	chr5A	5
cadenza	paragon	chr5A	457519958	478013885	BLAST	5028	IWGSCv1.1	20493927	chr5A	5
paragon	cadenza	chr5A	457519958	478013885	BLAST	5028	IWGSCv1.1	20493927	chr5A	5
cadenza	paragon	chr5A	503941562	512622567	BLAST	5029	IWGSCv1.1	8681005	chr5A	5
paragon	cadenza	chr5A	503941562	512622567	BLAST	5029	IWGSCv1.1	8681005	chr5A	5
cadenza	paragon	chr5A	523863155	597257922	BLAST	5030	IWGSCv1.1	73394767	chr5A	5
paragon	cadenza	chr5A	523863155	597257922	BLAST	5030	IWGSCv1.1	73394767	chr5A	5
cadenza	paragon	chr5A	616621417	632994809	BLAST	5031	IWGSCv1.1	16373392	chr5A	5
paragon	cadenza	chr5A	616621417	632994809	BLAST	5031	IWGSCv1.1	16373392	chr5A	5
cadenza	paragon	chr5A	666733919	673839645	BLAST	5033	IWGSCv1.1	7105726	chr5A	5
paragon	cadenza	chr5A	666733919	673839645	BLAST	5033	IWGSCv1.1	7105726	chr5A	5
